"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"
102	518	352	196	372	101	758	4	120	194	305	193	15	83	153	233	252	33	78	150	18	163	170	69	72	120	565	105	12	169	6
64	3	18	61	0	31	0	12	3	90	6	22	73	26	3	21	45	194	22	9	174	83	29	59	186	57	228	18	9	129	31
1280	2101	4108	3173	768	539	1159	75	2160	3372	410	588	6763	779	196	3552	7121	97	6	248	335	1115	1010	3546	1581	1332	3230	1048	2693	4104	61
443	634	24	87	695	59	725	194	115	284	179	152	389	213	164	158	737	381	3	450	111	276	205	127	138	239	818	294	421	82	123
4052	1374	2947	3336	1191	1564	1580	4682	115	445	180	2522	426	666	3327	1011	3375	729	506	1109	164	2430	609	1197	374	690	5451	133	73	1558	644
336	225	1249	453	55	230	847	622	520	145	2108	433	37	66	655	796	90	635	794	234	60	465	579	141	78	554	413	104	129	1900	552
122	1114	1738	335	56	97	631	20	118	165	432	236	383	170	222	351	145	38	367	115	69	130	235	68	6	278	486	107	935	795	101
7	457	6	954	127	19	169	46	29	286	52	68	21	310	57	43	192	101	36	23	112	30	39	150	256	505	146	3	42	40	50
25	23	16	27	24	36	6	2	78	97	42	33	20	77	70	10	418	10	1	42	3	23	2	16	269	55	52	1	25	83	10
24	108	187	301	223	21	338	113	37	170	465	169	150	54	908	242	642	107	37	166	628	142	67	40	6	619	130	355	399	11	318
870	3452	2444	1920	69	1047	4837	365	193	1138	174	1602	178	244	135	847	6154	192	428	2101	736	169	157	43	902	680	2174	201	841	8627	3262
692	2231	694	206	1964	1151	116	1880	3369	2081	4445	3613	60	1013	232	9735	4102	532	1131	2587	290	5135	340	1987	524	622	4583	417	52	224	210
3654	10901	1365	482	2718	381	3374	4228	1445	2828	2678	8817	869	392	409	4569	1114	326	5584	379	6496	154	558	2862	3984	1294	5552	1430	329	2993	139
83	849	38	639	582	434	780	18	207	1301	90	291	184	1231	75	131	1199	353	215	557	98	27	255	345	868	142	929	1179	187	1488	22
1	526	94	47	38	56	76	32	43	32	14	37	87	85	182	497	142	19	380	0	43	9	122	110	251	68	23	2	45	271	165
7	44	9	14	10	8	17	41	17	68	40	37	0	7	8	47	122	7	136	13	113	11	64	9	10	2	58	16	12	12	20
65	34	7	3	25	22	26	4	5	64	0	27	42	32	35	178	34	60	12	23	2	7	24	11	8	13	73	29	13	4	23
329	1321	1464	866	793	164	1093	634	40	1241	1352	252	269	2626	339	455	3859	1624	595	3351	567	894	1519	169	1084	2628	1710	554	438	3138	2821
810	1732	473	1789	305	202	546	86	3	1892	116	191	742	324	621	1632	2008	352	279	310	187	25	927	72	55	222	1840	0	682	145	120
250	376	148	786	2380	164	3556	660	1392	5835	120	1120	2008	213	383	2810	19497	4130	311	567	505	1002	2786	4316	844	4910	702	1098	854	885	8993
490	840	1001	13940	1443	2019	127	5034	2148	187	1485	2482	1085	5205	1350	5750	3056	1158	3098	895	390	339	1182	2153	148	8946	307	783	1391	6783	426
193	1363	941	30	981	558	421	249	383	348	497	118	201	429	147	1256	724	476	88	638	71	559	49	22	795	241	23	750	4	476	624
253	39	3	941	1907	582	5466	167	257	2555	2804	177	1744	2188	812	965	11693	2023	1074	387	252	2190	2087	1270	962	2834	123	1747	176	68	66
107	1134	4121	158	1187	366	184	888	103	2144	1798	832	880	103	178	1028	5605	955	665	62	877	748	3900	541	481	2248	6435	271	901	1369	32
863	93	4341	285	82	132	500	766	666	825	1766	232	330	116	78	455	730	422	409	53	62	194	15	207	348	1390	2043	108	733	1587	140
1032	4897	5518	342	25401	4938	3177	6732	9583	2946	2788	559	519	6746	5672	4007	3152	3259	2346	21	10443	119	683	725	12926	2417	10279	2513	4046	10769	153
34	0	10	6	3	8	118	1	8	16	58	4	18	183	22	0	222	8	15	10	12	2	13	10	8	15	25	9	29	154	5
12	18	50	41	31	1	1	2	0	31	7	7	18	49	1	17	264	29	20	36	3	17	0	9	3	15	59	4	1	5	0
5	177	197	7	93	81	122	104	37	9	82	44	240	322	8	58	127	143	114	161	93	167	118	13	10	277	64	85	8	36	33
82	203	285	620	662	533	465	416	155	1057	194	183	219	390	16	249	232	275	1034	1213	209	122	180	9	440	442	182	383	193	960	271
26	378	2485	129	358	565	664	161	125	94	1139	338	110	552	848	280	1472	394	96	300	379	47	82	792	309	237	11	32	17	740	63
100	12657	5698	2596	6908	5682	597	1513	151	7500	1130	702	5282	3893	7971	3390	3066	1040	1707	646	3107	854	1020	26	6759	23489	2581	642	6127	1609	49
1	100	111	24	61	8	152	3	9	10	69	44	4	2	0	76	70	25	2	1	10	91	19	23	8	7	0	11	36	31	41
998	181	1232	268	531	602	645	146	1212	2148	110	625	1110	1651	32	246	11108	2276	731	1949	833	2105	2383	1132	464	455	1290	966	151	3031	15
1920	3939	1703	2097	2712	46	3676	1838	2149	614	398	530	545	236	282	1646	2330	881	321	219	595	2260	277	29	1221	2887	3471	374	237	638	2124
223	115	100	1113	171	96	198	419	72	9	869	293	518	167	116	547	161	475	203	50	8	7	387	99	83	370	1062	242	182	57	140
90	716	1950	330	219	305	609	596	270	233	365	123	126	718	522	553	1008	1400	1639	634	1095	30	451	768	363	167	728	50	83	1687	28
5	4	3	4	32	8	6	7	1	1	45	7	8	1	3	12	31	11	2	21	10	3	18	17	7	28	8	0	7	7	2
34	37	57	485	26	151	131	194	29	181	33	127	42	15	0	1	153	37	99	133	1	89	81	57	157	19	22	52	27	54	8
99	3	217	76	441	199	101	86	146	228	180	32	627	455	77	2186	881	83	93	82	381	33	364	156	438	51	57	120	142	97	100
2	14	15	22	32	3	54	15	34	3	70	44	16	5	8	84	175	78	36	46	1	21	47	46	2	2	9	0	33	2	1
22	59	47	69	19	171	54	96	15	76	34	0	1	180	19	118	998	15	59	2	28	96	38	8	170	105	147	20	325	130	4
4	245	20	68	86	39	33	37	30	50	396	22	267	175	3	36	575	72	40	9	43	55	32	3	28	4	62	55	66	50	36
82	621	1201	1191	514	20	166	0	234	315	261	131	282	21	494	357	226	379	213	383	26	424	733	636	769	657	1104	315	323	229	257
15	373	237	118	26	160	867	63	23	1053	17	471	505	334	292	551	435	1272	885	111	205	1040	585	47	396	653	1058	277	93	349	1235
11	89	74	83	60	32	71	13	21	18	88	99	59	17	28	45	53	135	74	21	15	124	40	43	528	36	202	68	38	155	181
59	54	27	485	40	140	170	36	115	11	185	52	0	264	30	787	1567	103	43	135	118	246	171	183	102	518	196	15	92	42	80
1	16	4	1	3	2	9	13	0	21	12	57	37	11	4	2	45	9	0	27	5	35	18	1	24	10	19	0	18	5	6
74	168	61	24	2	30	111	70	260	15	61	291	50	1	39	212	1060	105	16	124	57	204	163	47	256	87	146	32	43	108	47
134	837	2738	880	184	62	99	71	98	783	1340	591	279	244	42	1827	1323	194	37	104	591	86	62	317	490	454	88	469	66	623	85
519	4474	2193	23547	4226	7303	1188	117	1419	710	3147	137	2375	3611	717	1434	5336	1470	827	496	548	388	3199	1372	5623	6312	1950	928	618	1165	336
221	48	37	23	40	132	184	15	19	55	492	47	462	279	46	186	73	107	276	129	554	169	8	91	93	205	343	336	22	37	34
4	1866	17	601	627	454	427	383	133	16	112	367	46	80	114	362	1128	355	291	93	39	6	169	444	14	552	51	63	114	496	305
11	51	2	18	25	1	75	8	4	31	65	15	15	32	43	31	4	0	114	88	43	11	43	61	93	36	88	24	19	100	20
36	9	33	1	62	4	7	96	80	59	162	79	165	35	3	1	76	10	29	63	5	98	128	27	8	3	25	24	11	241	0
25	0	2	146	52	10	12	6	14	21	2	54	65	26	53	16	83	2	25	24	5	0	8	0	21	4	50	8	7	40	27
3054	19551	3620	1619	5556	384	8687	1150	3240	5764	1492	5667	7652	4066	1552	2228	97803	4652	3344	866	10117	339	319	362	17444	1624	2808	3744	1347	9938	3732
41	115	513	18	623	229	1411	305	62	42	673	245	34	445	33	516	1183	291	317	143	167	139	40	308	84	549	1	70	197	1935	294
1	19	22	0	13	0	0	11	18	2	42	0	5	23	3	6	25	0	1	9	7	6	12	0	12	2	13	5	3	0	4
8	15	223	166	106	86	241	65	89	200	11	102	387	87	77	521	375	173	81	431	56	50	125	9	8	26	213	133	40	88	52
907	411	335	484	131	215	730	81	219	574	39	210	86	121	149	836	2645	91	56	184	130	199	57	99	355	823	2962	190	629	500	887
676	269	252	532	222	20	326	394	355	137	569	19	240	386	378	987	334	378	74	293	110	389	691	50	920	404	48	620	934	360	155
28	207	9	29	67	128	9	78	175	195	56	28	77	166	72	434	468	204	52	59	75	5	85	6	81	181	61	179	63	126	93
10	128	398	239	213	39	575	227	311	828	268	43	69	197	327	39	1158	149	190	52	112	66	323	76	381	343	48	148	269	897	686
302	268	1474	216	560	50	3	96	3	854	68	406	194	287	153	231	10491	234	167	17	104	1623	73	399	80	944	253	126	776	805	131
226	331	91	321	310	486	177	849	451	454	73	576	845	185	140	304	588	1093	119	2416	16	479	68	604	762	253	1971	410	885	1300	67
136	1889	1248	520	4240	1586	1683	1289	302	4297	2115	1126	1471	195	3797	1069	2175	2030	2161	9	602	314	673	1685	1619	2847	1494	1653	52	637	4591
1	15	1	10	0	8	0	2	4	7	8	47	37	13	1	15	8	10	10	0	8	16	3	11	6	14	4	1	1	7	2
319	438	1379	166	378	187	367	224	43	358	1097	323	359	384	25	229	996	218	612	485	24	515	354	601	676	409	1404	149	438	4	396
1	1	177	47	86	25	27	18	4	98	29	60	57	11	23	235	226	3	80	19	17	83	34	24	1	73	194	39	19	10	13
0	0	4	4	0	2	19	0	8	9	35	1	2	0	23	7	10	21	0	0	21	2	70	0	4	1	0	0	0	6	3
0	78	15	7	56	32	33	1	134	66	90	67	56	54	57	120	478	45	68	10	49	0	55	3	86	226	10	61	59	26	10
1084	1704	1181	1535	401	261	1880	2500	2386	1776	560	2410	5731	1199	1131	4361	1423	2787	877	1002	256	656	4348	721	3717	3617	770	771	1356	1777	644
39	140	19	57	136	6	12	26	25	188	69	233	4	160	72	191	142	52	13	60	38	62	6	135	73	53	178	26	116	31	91
13	60	11	8	42	3	6	12	13	44	52	59	41	86	96	161	26	14	0	1	5	1	88	19	8	48	31	6	24	22	8
380	1084	1851	695	570	239	287	234	399	492	2816	1020	1045	382	48	1310	1972	347	13	1075	120	127	1882	188	2159	1781	1199	1054	920	3256	117
7	801	553	29	443	16	42	286	19	351	31	157	276	133	430	388	37	29	229	372	50	338	366	28	388	218	157	148	82	37	27
3	9	37	92	10	20	9	29	2	53	5	41	44	0	16	0	6	16	2	6	1	4	2	16	1	18	12	9	11	31	2
4630	5801	4457	1877	1075	809	3687	935	1724	749	520	1120	696	939	8043	2747	10485	3481	1945	1516	872	1352	1735	1457	3072	11227	6938	259	7814	4556	494
13	4	23	129	41	18	65	8	6	42	14	10	18	81	1	189	116	153	13	0	0	9	4	4	196	1	44	15	4	54	25
178	39	1164	349	273	43	73	262	254	105	275	106	244	131	397	64	1277	100	177	175	93	122	123	185	87	427	179	18	340	82	196
24	105	240	91	33	45	13	51	6	307	1	98	33	31	58	154	226	21	51	7	2	29	67	21	51	69	52	0	97	64	46
2	8	1	13	5	4	34	12	0	14	22	3	31	10	3	27	71	13	14	1	11	6	0	0	2	1	15	25	6	0	1
23	35	6	125	100	7	122	88	4	90	308	40	14	166	31	63	52	12	74	127	3	45	26	19	15	10	4	11	3	159	6
123	104	121	853	137	3	140	75	63	766	89	117	398	86	874	216	1243	440	25	156	153	1119	104	441	242	210	197	367	186	346	168
447	227	95	3	68	91	13	135	62	74	653	205	396	189	102	50	122	262	21	365	40	235	219	664	294	1106	777	63	326	659	734
115	394	124	39	97	20	112	2	45	260	177	46	1254	63	42	74	450	34	229	63	189	16	196	42	312	215	201	103	204	224	396
303	394	170	534	751	2	438	60	246	874	641	13	388	380	273	328	1051	580	156	53	26	63	296	74	350	511	674	36	277	1207	94
2218	4908	538	2597	851	1462	4507	1402	167	11522	152	500	5807	1888	1309	8682	1378	29	77	1000	290	449	3036	448	716	1555	170	1385	780	916	1016
28	41	19	52	24	99	91	6	208	46	350	122	33	7	8	297	220	363	9	109	58	191	9	73	0	139	5	160	73	159	186
37	316	259	34	58	61	115	79	60	196	32	103	69	192	117	68	144	8	67	1	43	211	287	13	40	33	26	23	32	23	89
64	42	447	459	737	77	245	10	331	101	17	65	147	152	1366	231	33	2	0	70	83	581	55	993	402	339	463	30	291	332	796
20	552	795	9	126	344	1063	282	149	135	329	184	129	162	35	65	503	210	14	195	50	98	175	136	185	16	94	146	328	885	170
56	262	897	1196	360	271	210	186	244	62	769	977	317	177	154	752	1127	724	9	323	94	493	82	124	214	342	881	351	204	283	906
87	297	510	263	134	104	979	275	85	294	229	93	235	986	314	960	654	1287	190	559	901	166	1106	190	18	407	333	1596	329	25	352
675	909	2633	949	1131	170	2134	1018	763	2785	2180	1649	2613	1562	85	953	2057	1161	640	3175	2290	4748	1566	688	1038	2860	4958	1522	3640	2175	2282
270	206	652	287	273	13	399	517	445	331	456	1189	462	358	1094	1	1904	972	870	1333	1682	251	216	118	74	1270	1104	77	925	852	555
97	115	111	333	123	156	88	232	423	157	1323	290	275	141	419	297	666	18	345	110	119	36	6	68	59	13	191	105	128	909	20
29	218	328	191	79	75	49	366	72	36	101	921	85	359	513	1830	1403	459	217	512	323	132	236	223	83	1390	1666	393	330	164	180
2	34	106	1	15	8	4	2	2	36	1	41	5	12	20	3	56	22	12	30	0	10	5	13	47	12	11	22	4	1	0
136	14	96	1103	81	58	273	32	203	290	375	91	74	21	368	68	259	286	282	221	276	6	135	82	24	523	241	590	88	22	112
263	787	19	247	509	41	67	307	3	223	227	75	287	98	74	107	677	92	145	198	368	859	30	398	320	272	130	128	205	182	91
21	70	89	24	55	44	10	7	21	4	2	22	55	58	13	56	221	11	9	1	18	0	0	2	4	63	34	18	7	61	2
2786	20061	12204	3786	6299	3348	2325	676	1859	19978	14983	1072	20274	2846	8902	1378	19406	8641	3655	744	1013	2359	8152	1402	36110	4338	5847	403	8554	8688	5717
53	60	22	62	35	127	19	50	4	49	50	29	359	0	2	461	75	88	222	163	235	142	99	165	249	134	284	19	365	180	18
14	485	238	202	364	124	73	886	151	1072	299	62	371	24	30	75	2457	112	481	50	5	211	362	248	541	558	418	123	395	202	355
238	80	166	216	808	535	713	462	337	351	824	304	610	352	253	1738	2356	119	642	475	24	88	133	40	549	0	593	935	186	91	367
179	692	25	327	355	385	189	613	17	1034	1466	0	388	231	10	399	416	195	856	4	190	486	37	2	232	133	736	14	82	842	733
139	297	89	65	273	34	152	127	40	100	355	70	15	25	165	358	576	51	82	239	43	138	29	29	56	77	623	34	33	9	38
1	7	14	27	6	1	14	4	5	25	0	16	3	8	3	31	64	3	9	2	0	11	9	1	5	37	12	0	0	5	9
205	225	124	1123	864	58	271	145	34	52	229	41	339	1298	58	10	1388	52	122	315	601	1575	152	205	152	309	884	97	5	203	3
308	141	2327	818	460	285	616	1227	320	1828	344	278	196	1127	1003	144	1111	25	57	265	205	1633	489	658	4243	608	388	100	345	186	20
1276	1351	874	592	253	953	3013	240	3109	4111	5925	44	987	640	1907	2088	2557	658	725	186	678	88	1720	893	159	2941	2254	1240	74	1196	764
27	176	129	70	6	75	178	49	67	214	594	210	335	96	218	98	769	40	32	132	150	15	13	187	46	368	573	39	35	3	37
62	153	76	212	5	16	125	26	3	12	124	33	93	100	4	89	82	63	118	9	8	14	75	7	18	2	46	13	51	92	26
3073	1224	2233	6514	4153	475	1123	3959	51	3539	319	4000	333	5013	1520	3690	5239	3412	1308	357	90	100	273	1163	3699	4318	814	198	368	633	179
2719	249	66	558	1151	179	320	1081	58	321	1307	1253	803	355	140	206	693	955	32	298	1530	899	554	643	192	2515	4349	3	114	1780	497
3	40	11	26	1	18	13	35	3	18	10	8	9	14	7	16	94	25	10	20	7	22	16	3	12	5	35	37	21	41	18
466	3871	4521	446	402	89	1022	233	259	495	1403	8300	4081	2048	409	3024	9548	444	435	2013	114	1032	2527	1230	2604	4744	4457	900	4751	1701	101
25	11	514	79	37	51	77	33	79	80	55	301	53	85	190	307	60	20	15	60	0	33	51	11	103	2	121	18	0	110	181
145	12	1	14	143	6	1	77	5	44	126	52	183	90	9	3	329	110	41	1	2	21	26	40	45	0	283	5	96	0	40
7	3	16	182	57	0	85	158	68	43	92	56	39	15	92	108	53	2	121	17	122	0	22	34	60	110	125	2	22	6	58
4	848	3345	116	612	278	1061	541	967	1637	1130	758	832	2916	163	171	17130	3574	120	638	729	1008	2641	21	1545	556	1385	922	2204	1715	344
29	962	217	774	501	246	108	22	303	92	374	476	595	63	91	228	110	139	206	100	95	147	90	193	15	526	141	5	84	21	113
749	801	99	1123	129	26	795	467	98	264	465	440	1253	197	188	448	711	22	177	253	370	507	594	201	38	969	1680	565	144	26	175
99	284	365	38	754	195	1381	96	340	1825	1133	495	1365	2767	1426	97	3567	1048	671	484	286	1169	121	463	776	838	3141	680	784	1022	90
187	26	124	165	38	72	22	24	5	35	300	57	9	164	142	73	68	108	56	403	131	324	88	171	5	391	4	14	18	128	113
685	3762	627	2254	2928	1442	536	630	183	29	6569	1374	15	4312	1280	7048	1094	701	2567	383	832	8	1564	962	197	1136	5596	813	2114	11422	1246
18	33	195	356	50	152	35	36	33	82	11	496	2	126	301	171	74	323	438	23	153	160	29	7	29	110	831	3	20	645	83
191	1150	2699	2212	672	569	391	1003	1026	838	413	504	1152	210	2614	974	1698	977	3	1321	647	186	987	51	40	449	1566	66	588	1180	374
28	617	399	2518	972	6	111	141	152	218	549	731	488	937	259	617	646	496	632	99	27	284	299	264	220	491	376	80	1314	109	28
22	132	150	164	22	25	48	81	43	17	157	234	85	63	16	16	914	15	304	30	37	58	152	40	38	76	145	36	22	224	81
524	660	274	281	1490	4	1229	292	1003	360	425	455	1770	173	1427	269	3839	1005	377	155	60	518	1138	335	52	226	349	451	478	137	506
26	807	708	489	582	195	104	322	654	622	210	291	302	647	177	129	1924	842	241	1026	268	66	169	130	1711	396	436	18	192	1563	531
64	670	165	507	285	19	34	68	37	23	1136	350	247	132	138	1653	15	21	222	185	29	348	225	142	24	213	287	29	345	266	41
1	20	17	9	5	11	53	8	1	10	43	2	43	2	14	8	8	16	12	18	2	22	10	7	9	25	2	6	6	4	3
28	31	176	272	184	13	1	88	51	97	138	23	35	86	7	21	332	17	42	40	54	72	63	26	82	44	0	13	43	63	21
557	1091	89	166	416	1001	1303	171	693	2562	4827	2064	4987	1188	176	5836	8677	43	1053	452	240	442	210	1427	1770	1779	976	559	633	2161	580
1	1	27	2	12	6	15	2	15	38	81	2	1	0	23	85	0	34	0	5	19	14	0	2	1	3	3	10	1	8	1
242	65	30	937	329	388	540	64	60	315	279	218	653	1752	87	260	275	390	217	406	32	60	373	9	728	219	3026	103	245	29	61
6	262	104	27	16	60	20	45	102	84	385	26	20	157	7	26	592	76	150	31	248	49	162	404	284	89	16	80	52	109	14
131	11	5	27	8	11	49	9	3	67	19	69	12	18	11	13	278	4	26	44	24	37	42	14	72	3	73	22	55	26	15
1143	3779	3150	516	3284	1515	2441	5408	712	2201	4320	627	1264	3058	5844	8596	8222	260	377	5330	3613	2644	17601	1214	2491	6579	2168	2071	7448	8327	1549
6	73	38	62	52	15	41	12	7	15	1	5	22	52	4	34	82	20	0	22	2	56	79	50	5	45	60	0	27	12	2
793	2867	227	962	809	231	3	353	304	182	832	599	387	846	1105	18	2501	275	1331	99	182	819	236	334	40	2403	257	40	33	4983	371
95	17878	1194	6324	5793	1211	15612	205	5706	1712	5961	2307	5578	8245	12462	4959	3337	2266	269	15118	1188	623	903	2178	8792	6248	14118	3486	4374	130	2693
5	10	31	15	7	48	6	14	1	26	80	147	18	14	1	4	140	4	0	4	41	4	30	30	27	67	174	29	5	24	10
1	1231	9	705	1070	51	119	29	225	510	290	195	37	125	8	257	1190	79	298	10	137	132	80	50	38	59	127	30	62	24	48
41	27	66	218	322	8	393	116	272	249	545	352	90	197	311	82	3619	72	179	119	291	418	129	85	619	598	179	142	1032	912	215
209	27	102	55	77	267	309	61	134	94	10	121	187	331	160	35	1	312	208	12	489	477	123	274	349	291	366	67	83	511	19
304	56	1906	828	46	60	125	62	78	536	371	61	829	635	296	262	371	95	171	40	138	179	68	148	398	86	119	33	175	1667	120
78	631	58	27	84	91	93	101	233	391	226	22	5	42	43	368	1194	30	37	121	31	264	301	148	1262	422	124	13	109	143	339
172	414	48	339	895	33	1265	16	90	1097	120	206	761	1444	117	276	416	12	17	429	344	418	56	425	124	534	990	310	69	676	331
36	157	2	475	62	7	25	61	68	22	67	205	45	27	8	72	125	49	57	249	6	193	13	27	35	33	87	49	48	83	13
234	676	1838	1457	475	235	2347	320	73	3966	1478	1333	1589	884	1049	3623	994	819	1866	456	357	2196	22	124	1219	1163	4287	1905	425	2463	1514
176	564	4845	786	960	263	668	462	85	1489	955	1089	1927	1641	79	89	3879	166	1031	2733	2465	220	315	324	1679	473	2683	1045	2567	3066	1439
25	77	47	107	63	16	37	10	26	38	90	23	78	12	43	84	53	34	30	23	55	4	8	49	18	27	81	6	90	19	40
131	9	64	373	498	2	26	717	369	56	1289	90	35	132	289	699	212	62	1041	50	292	336	69	848	123	639	2941	121	27	463	256
704	3660	2943	3566	548	659	2653	1	1335	165	1508	81	1430	219	2023	1551	1900	671	1845	966	555	7913	56	1734	1765	396	785	1412	5049	1475	140
2845	1085	1037	1254	1260	811	107	286	130	1052	5641	498	3640	1646	2159	1979	5953	1445	3284	266	983	1464	1205	4353	300	1788	3736	1228	347	2224	8
31	28	511	125	38	3	46	247	39	45	19	461	197	1	28	94	0	28	4	137	34	140	276	279	152	86	437	8	487	10	10
2805	425	88	1783	5851	1257	869	1409	1152	6725	2011	6456	798	1986	533	2902	8696	3488	291	7649	881	316	1254	32	1569	1438	644	2967	1009	4337	1717
8	5	21	417	42	13	33	33	4	34	213	110	94	172	37	172	716	45	86	19	82	56	35	44	62	186	248	55	80	409	77
21	241	28	124	39	51	352	137	169	49	220	990	72	21	599	422	740	81	134	297	354	2	170	204	73	350	215	28	89	277	207
18	415	419	79	121	39	16	113	191	72	196	10	66	84	67	505	538	163	231	2	50	365	80	9	8	129	772	20	434	255	34
11	467	121	231	282	23	322	31	0	83	67	1	54	7	0	31	156	32	42	1	66	73	46	2	1	24	41	8	26	32	4
16	8	163	185	12	23	6	24	61	30	61	129	32	160	93	131	272	13	54	73	26	81	0	16	48	35	215	33	0	380	92
466	111	46	769	215	2065	297	591	452	402	513	560	55	2008	6	4511	3761	1161	191	21	729	67	735	757	2717	449	2135	262	361	438	776
1267	3681	1544	8161	746	2375	2864	1260	1175	1120	3715	1675	1436	1302	4454	2953	1639	190	22	2712	1746	1424	620	299	834	3269	6988	177	2526	1373	1673
1	10	173	70	15	32	210	34	40	60	99	33	11	29	20	96	106	2	34	18	20	13	5	3	25	36	76	15	8	192	33
88	6	84	59	113	23	11	78	24	153	7	39	9	0	17	295	476	43	5	124	42	20	211	43	220	78	195	21	89	44	35
20	8	91	64	75	46	23	9	69	559	14	6	429	3	18	20	66	78	40	30	4	61	45	23	27	61	20	16	66	11	178
1	1	9	39	71	19	42	65	73	71	7	92	37	113	9	176	387	165	8	137	4	66	172	76	71	171	267	43	14	6	66
117	156	252	1125	155	19	9	113	30	125	155	43	47	144	21	208	838	181	275	402	44	5	279	27	214	462	299	22	21	121	129
125	3648	838	5479	1914	1966	3277	949	4137	123	505	402	391	2811	682	531	1678	632	1935	3124	1756	3574	1427	1064	3360	2050	8273	1158	1260	1457	3083
1019	228	69	101	186	696	572	52	960	177	1221	2753	284	1015	917	1228	7461	217	228	552	1964	136	117	1881	2673	3260	5523	211	459	842	2843
30	14	23	41	4	13	14	7	10	14	2	16	0	8	55	40	79	33	14	1	8	0	16	39	4	2	13	9	0	68	0
774	388	1023	911	1174	2023	3410	827	1224	4973	4410	307	1881	2309	1672	5792	8305	470	2526	2786	1882	2630	2079	648	1377	4275	1393	1371	937	52	1603
10	26	10	41	50	0	1	17	19	32	62	16	14	81	14	51	67	42	54	4	9	12	10	26	43	3	10	4	12	22	14
48	159	158	122	63	71	262	73	3	333	473	197	214	121	60	149	2528	146	45	52	37	174	120	278	18	176	0	27	139	730	92
31	1	26	6	87	37	2	2	45	55	46	24	61	37	1	2	120	38	10	0	21	0	34	14	37	19	25	56	33	52	2
63	180	62	16	102	62	62	34	67	94	20	0	81	2	70	46	115	61	61	79	219	95	66	85	40	117	83	53	32	54	5
499	3208	443	3863	343	2816	2125	391	334	2666	1038	1061	1053	2380	39	457	2523	279	959	1630	238	993	1223	305	188	3964	1803	1106	134	7660	2320
0	1	10	8	26	1	17	1	1	5	0	12	12	5	4	18	52	0	25	0	75	2	27	6	41	3	23	1	21	9	0
137	353	517	338	673	619	2	288	89	81	259	39	751	18	29	259	991	332	16	198	171	201	235	72	12	197	173	15	89	148	2
31	20	65	2	48	28	14	2	68	62	103	8	26	0	5	59	166	48	25	9	50	24	15	1	15	58	49	1	2	7	38
20	559	80	701	82	47	35	132	23	642	294	61	40	5	50	311	263	81	2	41	192	55	52	17	74	23	409	9	33	37	112
100	592	447	596	139	29	11	0	48	606	134	11	10	79	30	11	46	8	24	93	82	40	27	33	67	22	118	55	84	107	340
281	2147	1178	1798	639	339	167	180	109	44	532	253	202	6	142	1719	3879	170	688	610	42	341	190	321	276	885	567	119	259	931	461
13	203	1295	99	9	8	117	484	243	166	453	824	298	480	275	299	6792	33	218	2159	430	128	777	442	1322	371	361	89	486	111	732
1135	1947	559	1162	263	128	436	820	647	876	1536	253	134	185	28	619	811	80	1817	117	104	58	1184	125	43	882	979	108	281	154	420
2470	12568	3714	2158	3081	580	7128	594	520	2119	833	332	264	28	1843	7016	2653	2800	394	460	6378	7056	227	808	285	1002	2239	478	6669	379	82
3	108	17	36	66	32	73	42	11	44	67	12	52	144	34	13	168	6	71	36	6	49	21	1	26	27	44	100	115	221	13
71	79	273	303	778	224	46	54	539	88	110	243	98	165	156	638	476	102	911	48	29	50	131	440	474	312	800	426	38	143	46
62	110	77	154	17	25	134	26	2	49	247	98	90	32	174	3	28	52	40	26	73	31	70	3	132	128	202	31	4	197	305
108	4024	4137	928	982	908	99	584	213	1858	440	381	2782	1243	410	819	1159	851	84	267	613	1674	1458	429	104	3260	8732	213	1608	504	1625
